OfferID,OrderID,OfferName,OfferType,DiscountAmount,SalesGenerated,RedemptionRate,ROI,OfferDate,Status
OFFER06704,ORD011282,Flat 20% Off,Discount,76.78,932.01,55.5,4.27,10-07-2026 10:44,Expired
OFFER06705,ORD011285,â‚¹100 Off on ICICI Cards,Bank Offer,161.65,835.78,37.6,3.93,14-04-2026 12:06,Active
OFFER06706,ORD011286,Buy 2 Get 1 Free,Buy 1 Get 1,78.05,1478.32,48.4,3.5,28-06-2026 03:52,Active
OFFER06707,ORD011287,Flat 25% Off,Discount,63.71,1251.44,26.7,2.11,28-03-2026 05:59,Active
OFFER06708,ORD011288,Flat 5% Off,Discount,110.37,2468.54,55.8,4.63,28-04-2026 07:41,Upcoming
OFFER06709,ORD011291,Flat 15% Off,Discount,165.28,914.69,27,1.91,24-03-2026 03:48,Active
OFFER06710,ORD011292,BOGO on Beverages,Buy 1 Get 1,248.94,296.88,31.6,4.3,18-05-2026 23:48,Expired
OFFER06711,ORD011293,Get â‚¹100 Cashback on next order,Cashback,208.51,462.09,70.6,3.42,14-04-2026 03:26,Active
OFFER06712,ORD011295,5% Cashback on Axis Cards,Bank Offer,185.65,156.16,45.8,4.81,27-03-2026 07:41,Expired
OFFER06713,ORD011296,BOGO on Beverages,Buy 1 Get 1,187.94,1674.62,58.1,2.44,04-03-2026 12:17,Active
OFFER06714,ORD011297,5% Cashback on Axis Cards,Bank Offer,156.01,2110.47,53.1,2.7,15-02-2026 22:46,Active
OFFER06715,ORD011298,Buy 2 Get 1 Free,Buy 1 Get 1,43.78,1119.42,39.1,3.67,19-04-2026 05:29,Active
OFFER06716,ORD011300,Flat 20% Off,Discount,152.1,1892.17,41.5,4.19,08-05-2026 08:25,Active
OFFER06717,ORD011303,Flat 15% Off,Discount,102.14,1708.32,68.8,2.46,03-07-2026 03:35,Active
OFFER06718,ORD011305,Flat 15% Off,Discount,188.56,794.66,46,4.98,03-07-2026 05:25,Active
OFFER06719,ORD011307,Get â‚¹100 Cashback on next order,Cashback,118.04,2192.8,61.5,4.1,18-02-2026 22:48,Active
OFFER06720,ORD011309,Buy 1 Get 1 Free on Snacks,Buy 1 Get 1,71.18,1161.21,28.1,2.59,07-03-2026 12:28,Expired
OFFER06721,ORD011310,10% Off using SBI Cards,Bank Offer,57.09,414.04,30.8,2.19,15-06-2026 20:37,Expired
OFFER06722,ORD011311,Get â‚¹100 Cashback on next order,Cashback,57.54,378.35,38.1,3.17,09-05-2026 00:38,Active
OFFER06723,ORD011312,5% Cashback on Axis Cards,Bank Offer,233.59,1736.88,49.6,4.8,12-03-2026 22:53,Active
OFFER06724,ORD011313,10% Off using SBI Cards,Bank Offer,39.22,772.11,30.5,4.93,10-02-2026 11:10,Expired
OFFER06725,ORD011315,â‚¹100 Off on ICICI Cards,Bank Offer,166.97,1495.9,29.5,4.2,11-05-2026 07:02,Active
OFFER06726,ORD011316,BOGO on Beverages,Buy 1 Get 1,20.47,1764.73,60.3,4.86,17-07-2026 22:24,Active
OFFER06727,ORD011317,BOGO on Beverages,Buy 1 Get 1,95.54,1732.74,70.2,3.03,30-01-2026 09:37,Active
OFFER06728,ORD011320,Get â‚¹50 Cashback,Cashback,26.27,484.06,31.2,2.39,18-06-2026 06:49,Active
OFFER06729,ORD011321,Free Delivery on orders above â‚¹299,Free Delivery,179.86,1915.23,29.5,1.89,01-06-2026 06:46,Active
OFFER06730,ORD011322,Flat â‚¹75 Off using HDFC Cards,Bank Offer,191.31,1616.59,64.8,4.68,09-06-2026 05:33,Active
OFFER06731,ORD011323,Get â‚¹100 Cashback on next order,Cashback,249.99,1869.41,26.5,2.27,18-07-2026 06:12,Upcoming
OFFER06732,ORD011324,Flat â‚¹75 Off using HDFC Cards,Bank Offer,116.97,1871.59,50.1,4.81,10-07-2026 22:02,Active
OFFER06733,ORD011325,Get â‚¹100 Cashback on next order,Cashback,203.36,2494.01,39,1.56,14-07-2026 06:43,Expired
OFFER06734,ORD011326,Free Delivery on orders above â‚¹299,Free Delivery,32.05,2039.78,28.7,4.92,03-02-2026 23:22,Active
OFFER06735,ORD011327,Free Delivery - Prime Member,Free Delivery,203.62,2065.52,44.9,2.7,20-03-2026 09:21,Active
OFFER06736,ORD011328,Flat 25% Off,Discount,71.72,287.74,55.5,2.05,25-04-2026 01:52,Upcoming
OFFER06737,ORD011330,â‚¹25 Cashback,Cashback,127.8,1921.62,30.9,4.4,01-03-2026 20:49,Active
OFFER06738,ORD011331,Flat â‚¹75 Off using HDFC Cards,Bank Offer,165.32,741.11,34.5,3.95,11-04-2026 05:46,Expired
OFFER06739,ORD011332,Free Delivery on orders above â‚¹299,Free Delivery,164.3,910.63,39.1,3.65,28-06-2026 06:16,Active
OFFER06740,ORD011333,Get â‚¹100 Cashback on next order,Cashback,223.33,785.48,58.2,3.21,17-04-2026 07:05,Active
OFFER06741,ORD011334,Flat â‚¹75 Off using HDFC Cards,Bank Offer,74.39,1096.45,67.9,3.25,09-02-2026 19:26,Active
OFFER06742,ORD011335,Buy 2 Get 1 Free,Buy 1 Get 1,180.42,269.99,62.4,4.85,23-04-2026 00:52,Active
OFFER06743,ORD011336,Flat 10% Off,Discount,34.46,1861.1,38,4.56,05-05-2026 19:37,Active
OFFER06744,ORD011339,Flat 20% Off,Discount,190.83,1596.66,38.9,1.55,24-04-2026 00:43,Upcoming
OFFER06745,ORD011340,20% Cashback (Max â‚¹75),Cashback,227.53,821.64,42.7,2.94,27-06-2026 10:32,Active
OFFER06746,ORD011341,BOGO on Beverages,Buy 1 Get 1,52.61,797.42,44.2,3.83,04-05-2026 21:30,Active
OFFER06747,ORD011342,Free Delivery on orders above â‚¹299,Free Delivery,200.68,713.71,57.1,2.77,11-06-2026 21:32,Active
OFFER06748,ORD011343,Buy 1 Get 1 Free on Snacks,Buy 1 Get 1,152.4,1007.22,26.1,1.78,29-05-2026 23:13,Active
OFFER06749,ORD011345,Get â‚¹50 Cashback,Cashback,45.51,1179.23,26.6,2.71,10-05-2026 21:06,Active
OFFER06750,ORD011346,Buy 2 Get 1 Free,Buy 1 Get 1,136.3,1588.45,45.2,4.55,13-02-2026 23:21,Active
OFFER06751,ORD011349,Get â‚¹50 Cashback,Cashback,79.69,1477.84,75,2.39,02-03-2026 05:33,Active
OFFER06752,ORD011351,Free Delivery on orders above â‚¹199,Free Delivery,158.47,1512.98,74.4,3.13,07-06-2026 07:49,Active
OFFER06753,ORD011353,Get â‚¹50 Cashback,Cashback,14.81,799.7,55.6,3.93,27-06-2026 05:58,Active
OFFER06754,ORD011354,Get â‚¹50 Cashback,Cashback,203.25,361.24,25.6,3.24,22-02-2026 22:01,Expired
OFFER06755,ORD011355,BOGO on Beverages,Buy 1 Get 1,62.14,2091.06,64.6,3.93,03-06-2026 22:15,Active
OFFER06756,ORD011356,Buy 2 Get 1 Free,Buy 1 Get 1,126.85,1307.03,49.7,4.96,13-03-2026 07:31,Active
OFFER06757,ORD011357,Buy 1 Get 1 Free on Snacks,Buy 1 Get 1,82.5,1689.34,54.2,4.33,01-02-2026 11:44,Active
OFFER06758,ORD011358,â‚¹25 Cashback,Cashback,225.63,2223.49,36.5,3.56,23-03-2026 12:58,Upcoming
OFFER06759,ORD011359,Free Delivery on orders above â‚¹199,Free Delivery,233.46,809.66,55.2,4.96,22-01-2026 19:50,Expired
OFFER06760,ORD011360,BOGO on Beverages,Buy 1 Get 1,234.09,1481.4,62.8,4.1,15-02-2026 08:54,Active
OFFER06761,ORD011362,Get â‚¹50 Cashback,Cashback,203.78,2223.08,67.1,1.86,14-04-2026 20:10,Active
OFFER06762,ORD011363,20% Cashback (Max â‚¹75),Cashback,73.02,1887.61,36.4,2.9,24-01-2026 23:36,Active
OFFER06763,ORD011366,Get â‚¹100 Cashback on next order,Cashback,131.37,1652.65,35,3.99,10-06-2026 10:03,Active
OFFER06764,ORD011367,Flat 25% Off,Discount,112.75,1439.73,37.5,4.62,30-01-2026 02:48,Active
OFFER06765,ORD011368,Free Delivery on orders above â‚¹199,Free Delivery,54.08,2373.88,39.6,2.31,26-06-2026 04:16,Active
OFFER06766,ORD011370,Buy 2 Get 1 Free,Buy 1 Get 1,105.01,1409.58,49.2,2.42,26-02-2026 04:34,Active
OFFER06767,ORD011371,Buy 1 Get 1 Free on Snacks,Buy 1 Get 1,29.94,1909.65,51.3,2.99,20-04-2026 22:07,Active
OFFER06768,ORD011372,10% Off using SBI Cards,Bank Offer,69.03,887.2,63.8,3.06,05-07-2026 08:31,Active
OFFER06769,ORD011373,Get â‚¹100 Cashback on next order,Cashback,81.86,2433.05,55.3,3.97,08-07-2026 13:02,Active
OFFER06770,ORD011374,Get â‚¹100 Cashback on next order,Cashback,171.03,1108.21,62.6,3.38,11-04-2026 12:06,Active
OFFER06771,ORD011375,â‚¹100 Off on ICICI Cards,Bank Offer,176.1,511.89,67.9,3.7,11-07-2026 12:43,Active
OFFER06772,ORD011376,Free Delivery on orders above â‚¹299,Free Delivery,81.57,954.38,60.7,3.48,22-03-2026 06:35,Active
OFFER06773,ORD011377,Free Delivery on orders above â‚¹299,Free Delivery,178.1,1717.67,65.3,2.4,18-05-2026 11:58,Active
OFFER06774,ORD011379,Buy 1 Get 1 Free on Snacks,Buy 1 Get 1,78.36,613.41,45.2,4.21,09-02-2026 06:25,Active
OFFER06775,ORD011380,BOGO on Beverages,Buy 1 Get 1,46.06,941.11,37.4,4.92,12-02-2026 19:53,Active
OFFER06776,ORD011381,Free Delivery on orders above â‚¹199,Free Delivery,182.16,1859.68,49.8,4.97,09-03-2026 02:55,Active
OFFER06777,ORD011383,BOGO on Beverages,Buy 1 Get 1,93.28,333.21,34.2,2.28,08-06-2026 05:14,Active
OFFER06778,ORD011384,Free Delivery on orders above â‚¹199,Free Delivery,20.49,204.45,34.4,2.73,18-05-2026 09:02,Expired
OFFER06779,ORD011388,20% Cashback (Max â‚¹75),Cashback,94.51,2330.9,40.3,3.49,23-01-2026 07:38,Active
OFFER06780,ORD011391,â‚¹25 Cashback,Cashback,46.97,1562.79,48.6,2.13,30-01-2026 07:04,Upcoming
OFFER06781,ORD011392,Get â‚¹100 Cashback on next order,Cashback,67.5,708.57,69.2,4.9,25-02-2026 07:03,Active
OFFER06782,ORD011393,BOGO on Beverages,Buy 1 Get 1,135.25,231.94,43.7,4.67,17-05-2026 08:23,Active
OFFER06783,ORD011394,20% Cashback (Max â‚¹75),Cashback,157.28,637.04,60,3,15-06-2026 21:13,Active
OFFER06784,ORD011396,Flat 10% Off,Discount,62.97,2425.36,28.2,4.03,26-01-2026 09:08,Expired
OFFER06785,ORD011397,20% Cashback (Max â‚¹75),Cashback,76.21,674.49,74.1,4.2,10-02-2026 05:04,Active
OFFER06786,ORD011398,Free Delivery - Prime Member,Free Delivery,133.88,2161.55,34.9,3.22,02-05-2026 04:14,Active
OFFER06787,ORD011399,5% Cashback on Axis Cards,Bank Offer,159.6,2264.99,30.3,2.87,17-06-2026 00:25,Active
OFFER06788,ORD011403,Free Delivery on orders above â‚¹299,Free Delivery,195.71,173.37,55.4,4.08,01-07-2026 04:56,Active
OFFER06789,ORD011405,BOGO on Beverages,Buy 1 Get 1,179.97,1863.3,47.8,2.21,03-05-2026 10:59,Active
OFFER06790,ORD011407,BOGO on Beverages,Buy 1 Get 1,175.78,1711.69,46.9,4.12,28-04-2026 08:31,Active
OFFER06791,ORD011408,BOGO on Beverages,Buy 1 Get 1,122.78,1569.24,60.1,2.59,18-07-2026 22:55,Active
OFFER06792,ORD011409,Flat 15% Off,Discount,78.89,1044.69,46.6,3.33,02-07-2026 20:14,Active
OFFER06793,ORD011411,Buy 2 Get 1 Free,Buy 1 Get 1,136.26,1414.91,46.7,3.95,16-05-2026 01:43,Upcoming
OFFER06794,ORD011414,Flat â‚¹75 Off using HDFC Cards,Bank Offer,64.94,1966.71,52.3,1.67,08-06-2026 11:19,Expired
OFFER06795,ORD011415,Flat 5% Off,Discount,105.21,2152.64,28.8,4.44,23-01-2026 12:13,Active
OFFER06796,ORD011416,Buy 2 Get 1 Free,Buy 1 Get 1,114.41,773.08,37.4,1.78,07-05-2026 06:03,Active
OFFER06797,ORD011420,Get â‚¹100 Cashback on next order,Cashback,42.08,186.69,43,3.85,22-04-2026 11:18,Expired
OFFER06798,ORD011422,Flat 5% Off,Discount,27.98,2165.12,32,4.14,09-03-2026 02:08,Active
OFFER06799,ORD011423,5% Cashback on Axis Cards,Bank Offer,91.65,509.38,31,2.3,12-07-2026 21:53,Active
OFFER06800,ORD011424,5% Cashback on Axis Cards,Bank Offer,204.61,715.23,67.9,3.22,25-02-2026 11:19,Active
OFFER06801,ORD011425,Flat 25% Off,Discount,12.14,976.64,27.6,2.24,19-05-2026 03:01,Expired
OFFER06802,ORD011426,Free Delivery on orders above â‚¹299,Free Delivery,152.5,2115.91,30.3,3.34,23-06-2026 22:57,Active
OFFER06803,ORD011427,10% Off using SBI Cards,Bank Offer,67.45,616.9,34.6,3.8,21-02-2026 08:05,Expired
OFFER06804,ORD011429,Free Delivery on orders above â‚¹299,Free Delivery,17.65,146.62,69.9,4.72,22-06-2026 09:04,Expired
OFFER06805,ORD011430,BOGO on Beverages,Buy 1 Get 1,86.14,1259.58,74.4,4.39,03-03-2026 22:39,Active
OFFER06806,ORD011432,Flat 25% Off,Discount,225.46,1806.55,41.1,2.22,16-07-2026 04:22,Active
OFFER06807,ORD011433,5% Cashback on Axis Cards,Bank Offer,75.83,634.16,62.1,4.22,29-04-2026 06:05,Expired
OFFER06808,ORD011434,Buy 1 Get 1 Free on Snacks,Buy 1 Get 1,224.93,1033.94,60.4,1.65,13-07-2026 07:57,Expired
OFFER06809,ORD011435,20% Cashback (Max â‚¹75),Cashback,150.26,2211.24,45.8,1.83,10-05-2026 22:02,Active
OFFER06810,ORD011437,Free Delivery on orders above â‚¹199,Free Delivery,124.04,918.3,70.4,1.77,12-07-2026 00:11,Active
OFFER06811,ORD011439,Buy 2 Get 1 Free,Buy 1 Get 1,207.46,635.65,43.1,3.35,24-01-2026 03:04,Active
OFFER06812,ORD011441,Free Delivery on orders above â‚¹199,Free Delivery,248.9,324.87,48.2,1.82,23-02-2026 05:33,Expired
OFFER06813,ORD011442,Flat 20% Off,Discount,68.13,2362.26,40.3,1.69,14-07-2026 12:14,Expired
OFFER06814,ORD011443,Flat 10% Off,Discount,19.55,236.92,53.2,2.63,20-03-2026 04:52,Active
OFFER06815,ORD011447,BOGO on Beverages,Buy 1 Get 1,214.94,58.56,46.9,2.2,26-04-2026 10:29,Active
OFFER06816,ORD011448,Buy 2 Get 1 Free,Buy 1 Get 1,157.46,1124.34,56.2,1.8,27-05-2026 23:15,Active
OFFER06817,ORD011449,Flat 15% Off,Discount,90.08,2066.49,67.9,1.92,13-03-2026 13:25,Expired
OFFER06818,ORD011451,Get â‚¹100 Cashback on next order,Cashback,248.88,1513.7,51.7,3.12,30-03-2026 01:16,Active
OFFER06819,ORD011453,â‚¹25 Cashback,Cashback,50.76,1542.45,53.3,4.54,15-02-2026 01:02,Active
OFFER06820,ORD011454,BOGO on Beverages,Buy 1 Get 1,77.97,1561.69,57.4,2.24,12-04-2026 12:49,Expired
OFFER06821,ORD011455,â‚¹100 Off on ICICI Cards,Bank Offer,108.82,231.63,69.2,2.7,27-05-2026 21:13,Active
OFFER06822,ORD011457,Free Delivery - Prime Member,Free Delivery,132.9,396.72,26.9,2.64,24-03-2026 11:50,Expired
OFFER06823,ORD011458,Get â‚¹100 Cashback on next order,Cashback,19.19,2383.89,41.3,4.69,28-02-2026 04:18,Active
OFFER06824,ORD011459,10% Off using SBI Cards,Bank Offer,157.12,1119.06,26.2,4.25,19-06-2026 07:11,Active
OFFER06825,ORD011460,Flat 25% Off,Discount,225.1,2176.83,65,3.53,15-06-2026 13:09,Active
OFFER06826,ORD011465,Free Delivery on orders above â‚¹299,Free Delivery,166.23,1431.96,54.4,3.84,05-04-2026 09:40,Active
OFFER06827,ORD011466,BOGO on Beverages,Buy 1 Get 1,158.74,567.89,52.6,4.28,27-04-2026 08:32,Active
OFFER06828,ORD011467,â‚¹100 Off on ICICI Cards,Bank Offer,154.22,1470.28,32.7,1.62,25-04-2026 20:50,Active
OFFER06829,ORD011468,Flat 20% Off,Discount,31.49,876.92,59.4,4.82,23-06-2026 22:40,Active
OFFER06830,ORD011471,â‚¹100 Off on ICICI Cards,Bank Offer,184.51,449.54,51.2,2.43,15-04-2026 21:46,Active
OFFER06831,ORD011472,5% Cashback on Axis Cards,Bank Offer,220.76,371.85,66.4,4.11,24-03-2026 06:21,Active
OFFER06832,ORD011473,20% Cashback (Max â‚¹75),Cashback,157.77,2242.77,69.4,3.74,20-01-2026 20:23,Active
OFFER06833,ORD011474,Free Delivery on orders above â‚¹199,Free Delivery,213.5,1534.22,39.5,3.24,17-07-2026 05:50,Active
OFFER06834,ORD011475,â‚¹100 Off on ICICI Cards,Bank Offer,95.86,1107.88,33.8,3.87,28-01-2026 02:03,Active
OFFER06835,ORD011477,Buy 2 Get 1 Free,Buy 1 Get 1,171.53,423.18,57,2.64,14-06-2026 05:52,Active
OFFER06836,ORD011481,Flat 25% Off,Discount,57.05,1757.08,45.5,4.7,01-04-2026 10:55,Expired
OFFER06837,ORD011483,Flat 15% Off,Discount,135.02,1143.12,41,4.41,18-06-2026 05:58,Active
OFFER06838,ORD011485,Buy 1 Get 1 Free on Snacks,Buy 1 Get 1,40.03,920.88,50,2.89,10-02-2026 02:01,Active
OFFER06839,ORD011487,â‚¹25 Cashback,Cashback,119.01,633.12,66.8,4.75,15-03-2026 01:26,Upcoming
OFFER06840,ORD011488,Buy 1 Get 1 Free on Snacks,Buy 1 Get 1,103.99,1278.63,51.5,2.81,24-04-2026 00:32,Expired
OFFER06841,ORD011489,5% Cashback on Axis Cards,Bank Offer,215.97,562.51,68.3,3.08,06-07-2026 12:33,Active
OFFER06842,ORD011491,Free Delivery on orders above â‚¹299,Free Delivery,27.31,394.77,30.5,2.41,02-06-2026 12:11,Expired
OFFER06843,ORD011492,20% Cashback (Max â‚¹75),Cashback,75.05,1606.82,47.7,2.26,10-07-2026 06:56,Active
OFFER06844,ORD011493,10% Off using SBI Cards,Bank Offer,118.77,1384.67,29.3,2.95,03-06-2026 19:53,Active
OFFER06845,ORD011494,Flat 15% Off,Discount,147.3,1649.17,30.1,3,01-07-2026 04:01,Active
OFFER06846,ORD011495,Buy 2 Get 1 Free,Buy 1 Get 1,16.34,623.35,67.9,2.26,22-05-2026 01:03,Active
OFFER06847,ORD011496,Flat 20% Off,Discount,226.86,701.59,40.1,4.01,16-03-2026 01:12,Expired
OFFER06848,ORD011498,Free Delivery - Prime Member,Free Delivery,44.32,1491.29,59.6,4.36,20-06-2026 04:45,Expired
OFFER06849,ORD011499,Flat 5% Off,Discount,38.62,2035.69,68.7,4.76,01-03-2026 21:48,Expired
OFFER06850,ORD011501,â‚¹100 Off on ICICI Cards,Bank Offer,182.1,675.39,41,2.73,09-04-2026 08:21,Active
OFFER06851,ORD011502,Flat 20% Off,Discount,86.42,2117.77,48.1,2.73,10-05-2026 22:09,Upcoming
OFFER06852,ORD011503,â‚¹25 Cashback,Cashback,140.36,1017.18,48.9,2.18,20-02-2026 02:30,Active
OFFER06853,ORD011505,Flat 5% Off,Discount,162.84,1463.55,74.6,2.45,27-05-2026 13:10,Upcoming
OFFER06854,ORD011506,Free Delivery - Prime Member,Free Delivery,90.6,520.8,63,2.62,14-07-2026 12:15,Expired
OFFER06855,ORD011509,BOGO on Beverages,Buy 1 Get 1,33.02,244.55,54.3,4.8,28-05-2026 07:23,Active
OFFER06856,ORD011510,Get â‚¹50 Cashback,Cashback,99.17,314.68,41.1,4.14,27-06-2026 23:46,Active
OFFER06857,ORD011512,BOGO on Beverages,Buy 1 Get 1,59.95,1839.67,44.5,4.64,13-04-2026 22:15,Active
OFFER06858,ORD011513,â‚¹100 Off on ICICI Cards,Bank Offer,205.53,1327.16,27,3.45,10-02-2026 08:37,Expired
OFFER06859,ORD011514,BOGO on Beverages,Buy 1 Get 1,12.01,2148.04,56.7,2.33,27-06-2026 02:05,Active
OFFER06860,ORD011515,Buy 2 Get 1 Free,Buy 1 Get 1,45.63,153.14,31,2.84,16-06-2026 07:32,Upcoming
OFFER06861,ORD011516,â‚¹100 Off on ICICI Cards,Bank Offer,127.46,1029.37,35.5,4.2,29-01-2026 11:13,Expired
OFFER06862,ORD011517,Flat â‚¹75 Off using HDFC Cards,Bank Offer,215.33,811.87,57.1,3.26,13-02-2026 09:08,Active
OFFER06863,ORD011518,â‚¹25 Cashback,Cashback,40.1,788.35,25.6,4.66,14-02-2026 10:02,Active
OFFER06864,ORD011519,Flat â‚¹75 Off using HDFC Cards,Bank Offer,46.73,1209.45,68.1,2.92,08-02-2026 12:16,Expired
OFFER06865,ORD011521,Get â‚¹100 Cashback on next order,Cashback,154.44,325.23,38.2,2.67,29-05-2026 00:17,Expired
OFFER06866,ORD011522,Free Delivery - Prime Member,Free Delivery,142.77,1977.49,58.4,2.51,23-04-2026 02:33,Active
OFFER06867,ORD011523,Flat 15% Off,Discount,126.1,1429.98,27.7,3.76,22-04-2026 03:59,Active
OFFER06868,ORD011524,Flat 10% Off,Discount,201.7,1390.58,52.9,3.86,19-06-2026 02:45,Active
OFFER06869,ORD011526,â‚¹100 Off on ICICI Cards,Bank Offer,194.64,2334.53,28.4,4.32,11-07-2026 06:00,Active
OFFER06870,ORD011527,Flat 5% Off,Discount,245.93,1514.16,32.3,4.59,06-07-2026 21:55,Active
OFFER06871,ORD011529,Get â‚¹100 Cashback on next order,Cashback,240.29,1623.77,28.3,3.13,30-04-2026 23:46,Active
OFFER06872,ORD011531,Buy 1 Get 1 Free on Snacks,Buy 1 Get 1,237.5,2043.41,46,3.53,15-06-2026 11:29,Active
OFFER06873,ORD011536,Flat 5% Off,Discount,39.21,695.37,25.1,4.8,07-07-2026 06:28,Expired
OFFER06874,ORD011538,5% Cashback on Axis Cards,Bank Offer,141.39,350.54,38.1,3.32,07-07-2026 21:18,Active
OFFER06875,ORD011541,20% Cashback (Max â‚¹75),Cashback,95.81,67.95,54.7,1.56,24-01-2026 21:32,Active
OFFER06876,ORD011542,Buy 2 Get 1 Free,Buy 1 Get 1,158.49,1870.54,25.8,3.88,12-07-2026 12:50,Active
OFFER06877,ORD011543,10% Off using SBI Cards,Bank Offer,110.29,1851.07,64.7,3.77,27-03-2026 09:32,Active
OFFER06878,ORD011544,Get â‚¹50 Cashback,Cashback,108.4,562.99,32.8,4.9,06-02-2026 01:17,Active
OFFER06879,ORD011545,BOGO on Beverages,Buy 1 Get 1,212.17,2113.91,55.3,3.86,31-05-2026 19:38,Active
OFFER06880,ORD011546,10% Off using SBI Cards,Bank Offer,29.09,1898.14,26.8,3.14,05-06-2026 02:40,Active
OFFER06881,ORD011547,5% Cashback on Axis Cards,Bank Offer,194.31,515.69,31.2,4.45,04-02-2026 10:00,Active
OFFER06882,ORD011548,Flat â‚¹75 Off using HDFC Cards,Bank Offer,100.58,1745.35,67.8,4.69,25-05-2026 22:20,Active
OFFER06883,ORD011549,Get â‚¹100 Cashback on next order,Cashback,240.11,1540.53,33.3,2.14,13-02-2026 09:41,Active
OFFER06884,ORD011551,Flat 5% Off,Discount,89.75,532.31,30.5,2.82,08-07-2026 04:39,Active
OFFER06885,ORD011553,â‚¹25 Cashback,Cashback,164.84,2225.89,53.6,4.91,25-06-2026 12:56,Active
OFFER06886,ORD011556,Flat 25% Off,Discount,229.53,191.49,65.4,4.51,27-01-2026 12:58,Active
OFFER06887,ORD011559,10% Off using SBI Cards,Bank Offer,59.39,859.23,59.6,4.94,31-01-2026 09:14,Active
OFFER06888,ORD011560,BOGO on Beverages,Buy 1 Get 1,122.92,186.92,33.1,4.02,15-02-2026 08:36,Active
OFFER06889,ORD011561,â‚¹100 Off on ICICI Cards,Bank Offer,71.77,1772.58,60.1,1.97,03-07-2026 02:43,Expired
OFFER06890,ORD011563,5% Cashback on Axis Cards,Bank Offer,63.1,1923.62,48.9,4.12,03-07-2026 22:31,Active
OFFER06891,ORD011564,Free Delivery - Prime Member,Free Delivery,43.76,1428.74,57,3.98,28-02-2026 03:42,Expired
OFFER06892,ORD011565,Flat 20% Off,Discount,65.72,422.4,28.5,4.14,10-03-2026 09:04,Expired
OFFER06893,ORD011566,5% Cashback on Axis Cards,Bank Offer,77.69,2130.19,38.2,2.17,13-04-2026 00:24,Expired
OFFER06894,ORD011568,10% Off using SBI Cards,Bank Offer,197.08,268.5,74.8,3.3,11-07-2026 10:24,Expired
OFFER06895,ORD011569,Flat â‚¹75 Off using HDFC Cards,Bank Offer,113.34,152.82,34.6,4,12-02-2026 04:25,Active
OFFER06896,ORD011570,Get â‚¹100 Cashback on next order,Cashback,157.05,1267.22,69.3,3.62,14-05-2026 23:49,Active
OFFER06897,ORD011571,Get â‚¹50 Cashback,Cashback,130.23,1180.48,50.1,3.42,30-01-2026 09:40,Expired
OFFER06898,ORD011572,Flat 15% Off,Discount,141.03,1533.48,54.9,2.35,09-06-2026 11:01,Expired
OFFER06899,ORD011573,Free Delivery - Prime Member,Free Delivery,181.48,602.86,48.7,4.94,25-01-2026 00:06,Active
OFFER06900,ORD011578,â‚¹25 Cashback,Cashback,102.4,346.23,58.8,3.72,15-05-2026 07:59,Expired
OFFER06901,ORD011579,Get â‚¹100 Cashback on next order,Cashback,192.96,1765.5,59.4,3.88,21-04-2026 20:12,Expired
OFFER06902,ORD011580,10% Off using SBI Cards,Bank Offer,172.46,835.16,48.3,4.02,21-06-2026 09:48,Active
OFFER06903,ORD011581,BOGO on Beverages,Buy 1 Get 1,44.36,1273.17,43.1,4.57,21-03-2026 08:24,Active
OFFER06904,ORD011582,Flat â‚¹75 Off using HDFC Cards,Bank Offer,29.49,1569.75,39.8,3.05,15-05-2026 08:13,Expired
OFFER06905,ORD011583,Free Delivery - Prime Member,Free Delivery,220.95,683.88,73.7,2.3,15-04-2026 12:00,Expired
OFFER06906,ORD011585,Flat â‚¹75 Off using HDFC Cards,Bank Offer,17.55,1560.92,68.8,3.26,04-05-2026 21:14,Active
OFFER06907,ORD011587,Buy 2 Get 1 Free,Buy 1 Get 1,144.29,814.05,45.3,4.31,08-07-2026 21:29,Expired
OFFER06908,ORD011590,Free Delivery - Prime Member,Free Delivery,224.5,101.19,32.2,4.49,29-04-2026 03:45,Active
OFFER06909,ORD011591,5% Cashback on Axis Cards,Bank Offer,162.02,620.8,57.1,2.58,07-04-2026 22:17,Expired
OFFER06910,ORD011592,Flat 20% Off,Discount,234.51,904.74,42.3,2.41,30-04-2026 23:10,Active
OFFER06911,ORD011594,â‚¹25 Cashback,Cashback,245.9,379.13,45.3,3.2,21-01-2026 08:38,Active
OFFER06912,ORD011595,20% Cashback (Max â‚¹75),Cashback,174.17,2466.54,63,1.91,07-04-2026 01:53,Active
OFFER06913,ORD011596,Free Delivery on orders above â‚¹199,Free Delivery,84.96,1570.3,26,1.9,28-06-2026 05:34,Upcoming
OFFER06914,ORD011597,Buy 1 Get 1 Free on Snacks,Buy 1 Get 1,217.59,586.2,26.7,3.89,12-05-2026 06:11,Active
OFFER06915,ORD011600,Flat 20% Off,Discount,76.92,603.12,56.9,1.84,03-04-2026 23:24,Expired
OFFER06916,ORD011601,10% Off using SBI Cards,Bank Offer,202.59,1074.33,37.9,2.02,18-03-2026 05:09,Expired
OFFER06917,ORD011602,Buy 1 Get 1 Free on Snacks,Buy 1 Get 1,77.22,1179.51,72.3,4.48,27-05-2026 21:07,Active
OFFER06918,ORD011603,Flat 20% Off,Discount,89.48,1420.39,58.2,3.75,24-05-2026 06:16,Expired
