OrderItemID,OrderID,ProductID,ProductName,Category,Quantity,PricePerUnit,ItemTotal
ITEM033523,ORD009538,PROD00591,Real Fresh Energy Drinks 250g,Beverages,1,74.19,74.19
ITEM033524,ORD009538,PROD00914,Red Bull Fresh Health Drinks 500ml,Beverages,1,84.05,84.05
ITEM033525,ORD009538,PROD00783,Purepet Premium Pet Accessories 250g,Pet Care,2,15,29.99
ITEM033526,ORD009539,PROD00045,Nestle Organic Chips 500ml,Snacks & Munchies,2,138.25,276.51
ITEM033527,ORD009540,PROD00353,Lux Soap 200g,Personal Care,1,68.58,68.58
ITEM033528,ORD009540,PROD00588,Eastern Premium Masalas 5pcs,Oil & Masalas,1,44.34,44.34
ITEM033529,ORD009540,PROD00269,Rin Organic Detergent 10pcs,Household,2,12.94,25.87
ITEM033530,ORD009540,PROD00045,Nestle Organic Chips 500ml,Snacks & Munchies,1,27.68,27.68
ITEM033531,ORD009540,PROD00996,Tropicana Juices 2L,Beverages,2,19.18,38.37
ITEM033532,ORD009540,PROD00756,Lux Soap 1pc,Personal Care,2,38.73,77.46
ITEM033533,ORD009541,PROD00284,Pedigree Pet Accessories 5kg,Pet Care,3,17.36,52.07
ITEM033534,ORD009541,PROD00403,Purepet Fresh Pet Accessories 5pcs,Pet Care,1,96.18,96.18
ITEM033535,ORD009541,PROD00176,Drools Premium Pet Food 5pcs,Pet Care,2,155.4,310.81
ITEM033536,ORD009541,PROD00579,Harvest Gold Organic Buns 250g,Bakery & Bread,1,318.3,318.3
ITEM033537,ORD009541,PROD00116,Lux Soap 100g,Personal Care,2,142.4,284.8
ITEM033538,ORD009541,PROD00805,Cadbury Candies 5pcs,Snacks & Munchies,1,42.34,42.34
ITEM033539,ORD009542,PROD00956,Real Fresh Energy Drinks 1L,Beverages,2,291.72,583.44
ITEM033540,ORD009542,PROD00660,Tropicana Organic Coffee 5kg,Beverages,3,165.14,495.41
ITEM033541,ORD009543,PROD00236,Ghadi Premium Air Fresheners 200ml,Household,1,1106.7,1106.7
ITEM033542,ORD009544,PROD00181,Purepet Organic Pet Accessories 10pcs,Pet Care,2,359.71,719.42
ITEM033543,ORD009545,PROD00012,Harvest Gold Cakes 2kg,Bakery & Bread,2,34.84,69.68
ITEM033544,ORD009545,PROD00130,Harpic Premium Air Fresheners 100ml,Household,2,93.48,186.96
ITEM033545,ORD009546,PROD00458,Amul Premium Cream 500g,Dairy & Eggs,1,1027.14,1027.14
ITEM033546,ORD009547,PROD00750,MDH Fresh Masalas 200g,Oil & Masalas,1,147.45,147.45
ITEM033547,ORD009547,PROD00495,Gerber Baby Oil 1pc,Baby Care,2,172.03,344.06
ITEM033548,ORD009547,PROD00731,Nestle Fresh Diapers 1kg,Baby Care,2,0.12,0.24
ITEM033549,ORD009548,PROD00643,Harpic Organic Detergent 500g,Household,2,51.31,102.61
ITEM033550,ORD009548,PROD00605,Organic India Premium Fresh Fruits 250ml,Fruits & Vegetables,1,213.31,213.31
ITEM033551,ORD009548,PROD00505,Drools Premium Pet Food 500g,Pet Care,1,452.95,452.95
ITEM033552,ORD009548,PROD00487,Local Farms Fresh Vegetables 500g,Fruits & Vegetables,1,249.35,249.35
ITEM033553,ORD009548,PROD00955,Rin Fresh Detergent 500ml,Household,1,65.22,65.22
ITEM033554,ORD009548,PROD00381,Pampers Baby Wipes 100g,Baby Care,1,763.2,763.2
ITEM033555,ORD009549,PROD00048,All Out Premium Air Fresheners 100ml,Household,1,14.72,14.72
ITEM033556,ORD009549,PROD00996,Tropicana Juices 2L,Beverages,1,30.81,30.81
ITEM033557,ORD009549,PROD00230,Dhara Ghee 500g,Oil & Masalas,2,5.19,10.38
ITEM033558,ORD009549,PROD00538,Pears Premium Shampoo 6pcs,Personal Care,1,42.81,42.81
ITEM033559,ORD009549,PROD00537,Rin Fresh Air Fresheners 2kg,Household,1,11.75,11.75
ITEM033560,ORD009549,PROD00923,24 Mantra Organic Millets 2L,Atta & Grains,2,31.7,63.41
ITEM033561,ORD009550,PROD00560,Fortune Premium Wheat Flour 2kg,Atta & Grains,2,316.47,632.94
ITEM033562,ORD009550,PROD00828,Fresho Exotic Fruits 500ml,Fruits & Vegetables,1,120.45,120.45
ITEM033563,ORD009550,PROD00292,MDH Premium Masalas 100ml,Oil & Masalas,1,622.32,622.32
ITEM033564,ORD009551,PROD00920,Lays Candies 1pc,Snacks & Munchies,1,131.09,131.09
ITEM033565,ORD009551,PROD00371,Lays Organic Chocolates 1kg,Snacks & Munchies,2,82.62,165.24
ITEM033566,ORD009551,PROD00599,Drools Premium Pet Accessories 5kg,Pet Care,1,85.47,85.47
ITEM033567,ORD009551,PROD00305,All Out Fresh Cleaning Supplies 200g,Household,3,19.68,59.04
ITEM033568,ORD009551,PROD00892,Dove Soap 6pcs,Personal Care,1,57.47,57.47
ITEM033569,ORD009552,PROD00816,Dhara Organic Masalas 2kg,Oil & Masalas,1,9.21,9.21
ITEM033570,ORD009552,PROD00472,Everest Fresh Ghee 250g,Oil & Masalas,3,21.45,64.36
ITEM033571,ORD009552,PROD00008,Dhara Organic Pickles 10pcs,Oil & Masalas,1,128.67,128.67
ITEM033572,ORD009552,PROD00245,MTR Spices 100ml,Atta & Grains,1,132.43,132.43
ITEM033573,ORD009552,PROD00592,Nandini Organic Curd/Yogurt 100g,Dairy & Eggs,1,60.22,60.22
ITEM033574,ORD009553,PROD00887,Coca Cola Energy Drinks 1L,Beverages,1,426.67,426.67
ITEM033575,ORD009553,PROD00744,Whiskas Organic Pet Accessories 2L,Pet Care,1,545.05,545.05
ITEM033576,ORD009553,PROD00365,Amul Premium Curd/Yogurt 5kg,Dairy & Eggs,1,767.16,767.16
ITEM033577,ORD009554,PROD00942,Aashirvaad Fresh Pulses 2kg,Atta & Grains,1,1218.3,1218.3
ITEM033578,ORD009555,PROD00146,Red Bull Fresh Energy Drinks 6pcs,Beverages,3,15.67,47
ITEM033579,ORD009555,PROD00658,Nestle Premium Candies 250g,Snacks & Munchies,1,928.87,928.87
ITEM033580,ORD009555,PROD00264,Pampers Organic Baby Oil 6pcs,Baby Care,1,902.12,902.12
ITEM033581,ORD009555,PROD00775,MTR Organic Millets 200g,Atta & Grains,2,39.18,78.36
ITEM033582,ORD009556,PROD00430,Heritage Organic Cheese 2kg,Dairy & Eggs,1,1619.36,1619.36
ITEM033583,ORD009556,PROD00426,Tata Tea Fresh Soft Drinks 2L,Beverages,1,331.01,331.01
ITEM033584,ORD009557,PROD00884,Purepet Premium Pet Accessories 500g,Pet Care,3,87.65,262.95
ITEM033585,ORD009557,PROD00683,Saffola Premium Sauces 100ml,Oil & Masalas,2,270.03,540.07
ITEM033586,ORD009557,PROD00805,Cadbury Candies 5pcs,Snacks & Munchies,1,765.51,765.51
ITEM033587,ORD009558,PROD00839,Milky Mist Premium Butter 100g,Dairy & Eggs,2,300.52,601.04
ITEM033588,ORD009558,PROD00310,India Gate Organic Spices 1kg,Atta & Grains,1,85.21,85.21
ITEM033589,ORD009558,PROD00066,Dhara Fresh Pickles 2kg,Oil & Masalas,1,68.16,68.16
ITEM033590,ORD009558,PROD00080,Fortune Premium Millets 100ml,Atta & Grains,1,438.4,438.4
ITEM033591,ORD009558,PROD00752,Colgate Skincare 1pc,Personal Care,1,44.79,44.79
ITEM033592,ORD009558,PROD00318,Pringles Fresh Chocolates 100ml,Snacks & Munchies,2,200.96,401.92
ITEM033593,ORD009559,PROD00434,Bikaji Premium Candies 10pcs,Snacks & Munchies,2,1075.17,2150.35
ITEM033594,ORD009560,PROD00756,Lux Soap 1pc,Personal Care,1,736.39,736.39
ITEM033595,ORD009560,PROD00130,Harpic Premium Air Fresheners 100ml,Household,1,986.08,986.08
ITEM033596,ORD009561,PROD00646,Eastern Organic Masalas 250ml,Oil & Masalas,2,118.54,237.07
ITEM033597,ORD009561,PROD00238,Coca Cola Fresh Juices 200ml,Beverages,1,192.11,192.11
ITEM033598,ORD009561,PROD00110,Organic India Organic Exotic Fruits 10pcs,Fruits & Vegetables,1,255.05,255.05
ITEM033599,ORD009561,PROD00284,Pedigree Pet Accessories 5kg,Pet Care,1,446.49,446.49
ITEM033600,ORD009562,PROD00561,Dove Soap 250g,Personal Care,1,232.23,232.23
ITEM033601,ORD009562,PROD00242,Heritage Milk 1L,Dairy & Eggs,3,35.67,107.01
ITEM033602,ORD009562,PROD00477,Dove Organic Soap 200ml,Personal Care,1,148.69,148.69
ITEM033603,ORD009562,PROD00453,Drools Fresh Pet Food 2L,Pet Care,1,964.74,964.74
ITEM033604,ORD009563,PROD00115,Dodla Premium Curd/Yogurt 10pcs,Dairy & Eggs,1,814.82,814.82
ITEM033605,ORD009563,PROD00326,Good Knight Fresh Cleaning Supplies 1pc,Household,2,435.93,871.85
ITEM033606,ORD009563,PROD00567,Daawat Fresh Rice 6pcs,Atta & Grains,2,58.43,116.87
ITEM033607,ORD009564,PROD00390,Gerber Fresh Diapers 100ml,Baby Care,1,961.37,961.37
ITEM033608,ORD009565,PROD00881,Nestle Chocolates 100ml,Snacks & Munchies,3,107.68,323.04
ITEM033609,ORD009565,PROD00997,Nescafe Premium Coffee 2L,Beverages,1,220.6,220.6
ITEM033610,ORD009565,PROD00853,Good Knight Premium Detergent 250ml,Household,1,192.46,192.46
ITEM033611,ORD009565,PROD00372,24 Mantra Fresh Millets 100ml,Atta & Grains,3,132.38,397.14
ITEM033612,ORD009566,PROD00815,Organic India Fresh Vegetables 10pcs,Fruits & Vegetables,1,1271.04,1271.04
ITEM033613,ORD009566,PROD00346,Tata Tea Premium Energy Drinks 200g,Beverages,2,106.12,212.24
ITEM033614,ORD009567,PROD00130,Harpic Premium Air Fresheners 100ml,Household,1,36.8,36.8
ITEM033615,ORD009567,PROD00138,Nestle Fresh Chocolates 5pcs,Snacks & Munchies,2,46.93,93.85
ITEM033616,ORD009567,PROD00099,Organic India Premium Fresh Fruits 250g,Fruits & Vegetables,1,14.37,14.37
ITEM033617,ORD009567,PROD00998,India Gate Spices 5pcs,Atta & Grains,1,22.5,22.5
ITEM033618,ORD009567,PROD00314,Pringles Organic Chips 200g,Snacks & Munchies,1,110.65,110.65
ITEM033619,ORD009568,PROD00586,Mother Dairy Organic Butter 1pc,Dairy & Eggs,2,989.16,1978.33
ITEM033620,ORD009569,PROD00527,Nestle Diapers 5kg,Baby Care,1,288.19,288.19
ITEM033621,ORD009569,PROD00641,24 Mantra Fresh Spices 500ml,Atta & Grains,1,195.01,195.01
ITEM033622,ORD009569,PROD00619,Purepet Premium Pet Food 100g,Pet Care,2,371.35,742.7
ITEM033623,ORD009569,PROD00612,Local Farms Premium Fresh Fruits 200g,Fruits & Vegetables,1,421.86,421.86
ITEM033624,ORD009569,PROD00804,Tata Tea Organic Coffee 1kg,Beverages,3,125.72,377.15
ITEM033625,ORD009570,PROD00863,24 Mantra Premium Rice 100g,Atta & Grains,3,100.74,302.23
ITEM033626,ORD009570,PROD00301,Pepsi Premium Tea 6pcs,Beverages,1,886.98,886.98
ITEM033627,ORD009570,PROD00797,Country Delight Fresh Exotic Fruits 6pcs,Fruits & Vegetables,3,1.3,3.9
ITEM033628,ORD009571,PROD00950,Dhara Cooking Oil 6pcs,Oil & Masalas,2,502.48,1004.95
ITEM033629,ORD009571,PROD00202,Nestle Premium Dry Fruits 1pc,Snacks & Munchies,3,280.74,842.22
ITEM033630,ORD009572,PROD00027,English Oven Cakes 200g,Bakery & Bread,1,341.82,341.82
ITEM033631,ORD009572,PROD00018,Real Coffee 500ml,Beverages,3,86,258.01
ITEM033632,ORD009572,PROD00488,Johnson & Johnson Fresh Baby Food 1kg,Baby Care,2,132.57,265.14
ITEM033633,ORD009572,PROD00398,Rin Detergent 250g,Household,2,201.26,402.51
ITEM033634,ORD009573,PROD00976,Britannia Buns 5kg,Bakery & Bread,2,8.86,17.71
ITEM033635,ORD009573,PROD00792,Dove Organic Soap 500ml,Personal Care,1,33.5,33.5
ITEM033636,ORD009573,PROD00296,Catch Sauces 200ml,Oil & Masalas,1,103.64,103.64
ITEM033637,ORD009574,PROD00985,Johnson & Johnson Baby Oil 5kg,Baby Care,1,50.16,50.16
ITEM033638,ORD009574,PROD00834,Nandini Organic Butter 12pcs,Dairy & Eggs,2,101.13,202.25
ITEM033639,ORD009574,PROD00500,India Gate Organic Spices 12pcs,Atta & Grains,1,165.56,165.56
ITEM033640,ORD009574,PROD00241,Country Delight Premium Exotic Fruits 500ml,Fruits & Vegetables,1,263.73,263.73
ITEM033641,ORD009574,PROD00523,Fresho Organic Vegetables 200ml,Fruits & Vegetables,1,308.14,308.14
ITEM033642,ORD009574,PROD00418,Britannia Fresh Bread 1pc,Bakery & Bread,1,410.41,410.41
ITEM033643,ORD009575,PROD00807,MDH Cooking Oil 2L,Oil & Masalas,2,140.85,281.71
ITEM033644,ORD009575,PROD00414,Nescafe Premium Coffee 12pcs,Beverages,2,267.06,534.12
ITEM033645,ORD009575,PROD00751,Good Knight Fresh Detergent 250ml,Household,1,287.67,287.67
ITEM033646,ORD009575,PROD00987,Organic India Fresh Exotic Fruits 10pcs,Fruits & Vegetables,2,306.82,613.65
ITEM033647,ORD009576,PROD00700,Real Organic Juices 250g,Beverages,1,243.46,243.46
ITEM033648,ORD009577,PROD00465,Eastern Organic Masalas 100ml,Oil & Masalas,2,275.59,551.18
ITEM033649,ORD009578,PROD00213,Aashirvaad Fresh Millets 6pcs,Atta & Grains,1,20.57,20.57
ITEM033650,ORD009578,PROD00402,Organic India Fresh Vegetables 200g,Fruits & Vegetables,1,419.47,419.47
ITEM033651,ORD009578,PROD00008,Dhara Organic Pickles 10pcs,Oil & Masalas,1,55.33,55.33
ITEM033652,ORD009578,PROD00574,Huggies Premium Baby Oil 200g,Baby Care,1,487.75,487.75
ITEM033653,ORD009578,PROD00357,Dhara Premium Cooking Oil 200g,Oil & Masalas,1,220.11,220.11
ITEM033654,ORD009578,PROD00683,Saffola Premium Sauces 100ml,Oil & Masalas,1,408.44,408.44
ITEM033655,ORD009579,PROD00230,Dhara Ghee 500g,Oil & Masalas,2,28.96,57.92
ITEM033656,ORD009579,PROD00858,Britannia Fresh Bread 100ml,Bakery & Bread,3,12.45,37.36
ITEM033657,ORD009579,PROD00994,Good Knight Premium Mosquito Repellent 250ml,Household,1,184.5,184.5
ITEM033658,ORD009579,PROD00840,Johnson & Johnson Baby Oil 250g,Baby Care,2,24.86,49.72
ITEM033659,ORD009579,PROD00336,Dove Sanitizer 5kg,Personal Care,1,129,129
ITEM033660,ORD009580,PROD00045,Nestle Organic Chips 500ml,Snacks & Munchies,1,1785.72,1785.72
ITEM033661,ORD009581,PROD00858,Britannia Fresh Bread 100ml,Bakery & Bread,1,310.33,310.33
ITEM033662,ORD009581,PROD00800,Colgate Premium Shampoo 1pc,Personal Care,1,435.98,435.98
ITEM033663,ORD009581,PROD00306,Parle Premium Chocolates 500g,Snacks & Munchies,1,419.97,419.97
ITEM033664,ORD009581,PROD00934,Harvest Gold Cookies 1kg,Bakery & Bread,2,206.75,413.49
ITEM033665,ORD009582,PROD00191,Nestle Premium Namkeen 1pc,Snacks & Munchies,1,115.15,115.15
ITEM033666,ORD009582,PROD00841,Eastern Cooking Oil 5pcs,Oil & Masalas,3,165.74,497.22
ITEM033667,ORD009582,PROD00002,Purepet Pet Food 1kg,Pet Care,3,105.4,316.21
ITEM033668,ORD009582,PROD00514,Lux Premium Toothpaste 200ml,Personal Care,1,403.5,403.5
ITEM033669,ORD009582,PROD00126,Colin Fresh Cleaning Supplies 200ml,Household,1,357.97,357.97
ITEM033670,ORD009582,PROD00731,Nestle Fresh Diapers 1kg,Baby Care,1,477.51,477.51
ITEM033671,ORD009583,PROD00744,Whiskas Organic Pet Accessories 2L,Pet Care,2,31.63,63.26
ITEM033672,ORD009583,PROD00648,Colin Fresh Cleaning Supplies 2L,Household,2,47.5,94.99
ITEM033673,ORD009583,PROD00106,Everest Organic Ghee 10pcs,Oil & Masalas,2,63.94,127.88
ITEM033674,ORD009583,PROD00047,Daawat Fresh Spices 2L,Atta & Grains,1,143.08,143.08
ITEM033675,ORD009583,PROD00842,Harvest Gold Premium Cakes 5pcs,Bakery & Bread,2,79.22,158.44
ITEM033676,ORD009583,PROD00035,Lays Premium Namkeen 2L,Snacks & Munchies,2,71.25,142.49
ITEM033677,ORD009584,PROD00467,Saffola Fresh Pickles 5pcs,Oil & Masalas,2,42.12,84.23
ITEM033678,ORD009584,PROD00915,Saffola Organic Cooking Oil 2kg,Oil & Masalas,3,7.22,21.65
ITEM033679,ORD009584,PROD00665,Fresho Organic Organic Vegetables 2kg,Fruits & Vegetables,1,49.88,49.88
ITEM033680,ORD009584,PROD00473,Real Energy Drinks 2kg,Beverages,1,31.67,31.67
ITEM033681,ORD009585,PROD00725,Eastern Organic Ghee 200ml,Oil & Masalas,2,60.01,120.03
ITEM033682,ORD009585,PROD00371,Lays Organic Chocolates 1kg,Snacks & Munchies,1,599.69,599.69
ITEM033683,ORD009585,PROD00326,Good Knight Fresh Cleaning Supplies 1pc,Household,1,738.11,738.11
ITEM033684,ORD009586,PROD00872,Nestle Fresh Baby Food 5pcs,Baby Care,2,245.24,490.47
ITEM033685,ORD009586,PROD00118,Dodla Organic Butter 100g,Dairy & Eggs,1,107.39,107.39
ITEM033686,ORD009586,PROD00368,Colin Premium Air Fresheners 200g,Household,2,777.49,1554.98
ITEM033687,ORD009587,PROD00593,Local Farms Fresh Vegetables 1kg,Fruits & Vegetables,2,1047.13,2094.26
ITEM033688,ORD009588,PROD00426,Tata Tea Fresh Soft Drinks 2L,Beverages,1,1170.58,1170.58
ITEM033689,ORD009588,PROD00246,Colin Organic Detergent 1kg,Household,2,535.19,1070.39
ITEM033690,ORD009589,PROD00194,Mother Dairy Premium Butter 1kg,Dairy & Eggs,3,68.95,206.86
ITEM033691,ORD009589,PROD00136,All Out Premium Mosquito Repellent 500g,Household,1,155.61,155.61
ITEM033692,ORD009589,PROD00607,Amul Paneer 6pcs,Dairy & Eggs,1,131.23,131.23
ITEM033693,ORD009589,PROD00066,Dhara Fresh Pickles 2kg,Oil & Masalas,1,457.26,457.26
ITEM033694,ORD009589,PROD00078,Britannia Organic Cakes 5kg,Bakery & Bread,1,241.42,241.42
ITEM033695,ORD009590,PROD00075,Drools Fresh Pet Accessories 100g,Pet Care,1,690.93,690.93
ITEM033696,ORD009590,PROD00030,Pedigree Organic Pet Accessories 100g,Pet Care,3,19.48,58.45
ITEM033697,ORD009590,PROD00312,Pedigree Organic Pet Food 500ml,Pet Care,1,1594,1594
ITEM033698,ORD009590,PROD00764,Mother Dairy Eggs 12pcs,Dairy & Eggs,1,12.93,12.93
ITEM033699,ORD009591,PROD00882,Pedigree Pet Accessories 200ml,Pet Care,1,644.92,644.92
ITEM033700,ORD009591,PROD00606,Local Farms Organic Fresh Fruits 12pcs,Fruits & Vegetables,1,1148.37,1148.37
ITEM033701,ORD009591,PROD00702,Dhara Fresh Cooking Oil 10pcs,Oil & Masalas,1,656.46,656.46
ITEM033702,ORD009591,PROD00221,24 Mantra Premium Pulses 2L,Atta & Grains,1,26.15,26.15
ITEM033703,ORD009592,PROD00663,Nestle Organic Chips 100g,Snacks & Munchies,1,56.01,56.01
ITEM033704,ORD009592,PROD00478,Colgate Premium Skincare 1kg,Personal Care,1,120.69,120.69
ITEM033705,ORD009593,PROD00470,Lux Organic Shampoo 250ml,Personal Care,1,23.18,23.18
ITEM033706,ORD009593,PROD00089,Patanjali Premium Skincare 500g,Personal Care,1,224.96,224.96
ITEM033707,ORD009593,PROD00668,Eastern Sauces 2kg,Oil & Masalas,1,638.76,638.76
ITEM033708,ORD009593,PROD00667,Coca Cola Fresh Soft Drinks 200g,Beverages,1,394.86,394.86
ITEM033709,ORD009593,PROD00135,Bikaji Premium Dry Fruits 200g,Snacks & Munchies,1,15.37,15.37
ITEM033710,ORD009593,PROD00595,Pringles Premium Dry Fruits 200g,Snacks & Munchies,1,148.13,148.13
ITEM033711,ORD009594,PROD00374,Whiskas Premium Pet Accessories 1kg,Pet Care,2,1116.39,2232.78
ITEM033712,ORD009595,PROD00181,Purepet Organic Pet Accessories 10pcs,Pet Care,1,143.09,143.09
ITEM033713,ORD009595,PROD00943,Mother Dairy Organic Cream 1L,Dairy & Eggs,2,42.51,85.02
ITEM033714,ORD009595,PROD00949,Organic India Fresh Fruits 200g,Fruits & Vegetables,2,102.51,205.02
ITEM033715,ORD009595,PROD00977,Haldiram Fresh Candies 2kg,Snacks & Munchies,2,7.95,15.9
ITEM033716,ORD009595,PROD00011,Fortune Fresh Ghee 200g,Oil & Masalas,1,89.62,89.62
ITEM033717,ORD009595,PROD00695,Good Knight Premium Cleaning Supplies 1L,Household,1,179.71,179.71
ITEM033718,ORD009596,PROD00206,Colgate Organic Sanitizer 100g,Personal Care,3,165.77,497.3
ITEM033719,ORD009596,PROD00480,Britannia Buns 100g,Bakery & Bread,2,286.68,573.36
ITEM033720,ORD009596,PROD00849,Britannia Fresh Cakes 1pc,Bakery & Bread,1,336.09,336.09
ITEM033721,ORD009596,PROD00380,Drools Fresh Pet Accessories 200g,Pet Care,1,254.4,254.4
ITEM033722,ORD009596,PROD00146,Red Bull Fresh Energy Drinks 6pcs,Beverages,2,256.79,513.58
ITEM033723,ORD009597,PROD00180,MDH Pickles 10pcs,Oil & Masalas,3,473.57,1420.7
ITEM033724,ORD009597,PROD00166,Nandini Premium Eggs 100g,Dairy & Eggs,1,465.71,465.71
ITEM033725,ORD009598,PROD00882,Pedigree Pet Accessories 200ml,Pet Care,1,470.68,470.68
ITEM033726,ORD009598,PROD00518,Bikaji Premium Chips 12pcs,Snacks & Munchies,2,141.57,283.14
ITEM033727,ORD009598,PROD00481,Britannia Bread 500ml,Bakery & Bread,1,592.46,592.46
ITEM033728,ORD009598,PROD00715,Fresho Organic Organic Vegetables 5pcs,Fruits & Vegetables,1,25.47,25.47
ITEM033729,ORD009598,PROD00696,Pringles Fresh Chocolates 12pcs,Snacks & Munchies,1,480.54,480.54
ITEM033730,ORD009599,PROD00154,Huggies Premium Baby Oil 5pcs,Baby Care,1,530.74,530.74
ITEM033731,ORD009599,PROD00739,Dove Sanitizer 10pcs,Personal Care,1,423.14,423.14
ITEM033732,ORD009599,PROD00122,Purepet Premium Pet Food 100ml,Pet Care,1,365.92,365.92
ITEM033733,ORD009599,PROD00126,Colin Fresh Cleaning Supplies 200ml,Household,1,735.66,735.66
ITEM033734,ORD009600,PROD00021,Bikaji Organic Dry Fruits 200ml,Snacks & Munchies,1,642.03,642.03
ITEM033735,ORD009600,PROD00643,Harpic Organic Detergent 500g,Household,3,244.58,733.74
ITEM033736,ORD009600,PROD00900,MDH Premium Pickles 200g,Oil & Masalas,3,76.86,230.57
ITEM033737,ORD009600,PROD00925,Nestle Diapers 2L,Baby Care,1,33.02,33.02
ITEM033738,ORD009601,PROD00425,Coca Cola Coffee 500ml,Beverages,3,19.8,59.39
ITEM033739,ORD009601,PROD00815,Organic India Fresh Vegetables 10pcs,Fruits & Vegetables,1,55.98,55.98
ITEM033740,ORD009601,PROD00399,Local Farms Fresh Fruits 250ml,Fruits & Vegetables,1,42.65,42.65
ITEM033741,ORD009601,PROD00992,English Oven Bread 10pcs,Bakery & Bread,1,48.55,48.55
ITEM033742,ORD009601,PROD00945,Catch Cooking Oil 2L,Oil & Masalas,1,11.36,11.36
ITEM033743,ORD009601,PROD00955,Rin Fresh Detergent 500ml,Household,1,58.02,58.02
ITEM033744,ORD009602,PROD00725,Eastern Organic Ghee 200ml,Oil & Masalas,2,431.51,863.02
ITEM033745,ORD009602,PROD00578,Saffola Fresh Cooking Oil 500g,Oil & Masalas,1,492.71,492.71
ITEM033746,ORD009603,PROD00506,Amul Organic Eggs 1pc,Dairy & Eggs,2,208.59,417.18
ITEM033747,ORD009604,PROD00356,MTR Spices 1pc,Atta & Grains,1,937.29,937.29
ITEM033748,ORD009604,PROD00857,Patanjali Fresh Skincare 250ml,Personal Care,1,331.18,331.18
ITEM033749,ORD009604,PROD00312,Pedigree Organic Pet Food 500ml,Pet Care,1,1023.99,1023.99
ITEM033750,ORD009605,PROD00773,Parle Namkeen 10pcs,Snacks & Munchies,3,303.19,909.58
ITEM033751,ORD009606,PROD00492,Fortune Organic Wheat Flour 100ml,Atta & Grains,1,705.47,705.47
ITEM033752,ORD009606,PROD00217,Lux Premium Soap 500ml,Personal Care,2,448.32,896.64
ITEM033753,ORD009607,PROD00320,Patanjali Fresh Shampoo 10pcs,Personal Care,2,840.55,1681.09
ITEM033754,ORD009607,PROD00787,Tata Tea Coffee 250ml,Beverages,2,326.71,653.43
ITEM033755,ORD009608,PROD00251,Nestle Organic Diapers 250ml,Baby Care,1,447.92,447.92
ITEM033756,ORD009608,PROD00034,Fortune Fresh Millets 1L,Atta & Grains,1,249.15,249.15
ITEM033757,ORD009608,PROD00231,MDH Organic Sauces 1pc,Oil & Masalas,1,689.31,689.31
ITEM033758,ORD009608,PROD00081,Windsor Fresh Rusk 12pcs,Bakery & Bread,2,148.27,296.54
ITEM033759,ORD009608,PROD00602,Pampers Diapers 10pcs,Baby Care,1,416.68,416.68
ITEM033760,ORD009609,PROD00673,MTR Premium Rice 500ml,Atta & Grains,1,490.62,490.62
ITEM033761,ORD009610,PROD00435,Huggies Premium Baby Wipes 5kg,Baby Care,1,41.83,41.83
ITEM033762,ORD009610,PROD00852,Purepet Fresh Pet Food 5kg,Pet Care,1,42.48,42.48
ITEM033763,ORD009610,PROD00452,Drools Pet Accessories 500ml,Pet Care,1,37.95,37.95
ITEM033764,ORD009610,PROD00530,Organic India Fresh Fresh Fruits 200g,Fruits & Vegetables,1,0.62,0.62
ITEM033765,ORD009610,PROD00869,Milky Mist Fresh Curd/Yogurt 12pcs,Dairy & Eggs,1,44.43,44.43
ITEM033766,ORD009610,PROD00224,Haldiram Chocolates 2L,Snacks & Munchies,1,36.16,36.16
ITEM033767,ORD009611,PROD00264,Pampers Organic Baby Oil 6pcs,Baby Care,3,125.9,377.69
ITEM033768,ORD009611,PROD00441,Drools Fresh Pet Accessories 12pcs,Pet Care,1,874.02,874.02
ITEM033769,ORD009611,PROD00237,Rin Premium Air Fresheners 250ml,Household,2,51.55,103.09
ITEM033770,ORD009611,PROD00808,Purepet Pet Food 100g,Pet Care,3,230.53,691.59
ITEM033771,ORD009612,PROD00190,Country Delight Organic Fresh Fruits 1kg,Fruits & Vegetables,1,1149.81,1149.81
ITEM033772,ORD009613,PROD00130,Harpic Premium Air Fresheners 100ml,Household,1,943.15,943.15
ITEM033773,ORD009613,PROD00818,Head & Shoulders Organic Shampoo 1L,Personal Care,1,120.75,120.75
ITEM033774,ORD009613,PROD00263,India Gate Premium Pulses 200ml,Atta & Grains,2,361.08,722.16
ITEM033775,ORD009613,PROD00021,Bikaji Organic Dry Fruits 200ml,Snacks & Munchies,1,465.72,465.72
ITEM033776,ORD009613,PROD00095,Nandini Cheese 500g,Dairy & Eggs,1,38.97,38.97
ITEM033777,ORD009613,PROD00886,MDH Premium Sauces 200g,Oil & Masalas,1,154.04,154.04
ITEM033778,ORD009614,PROD00504,Head & Shoulders Skincare 2kg,Personal Care,1,707.14,707.14
ITEM033779,ORD009614,PROD00789,Gerber Fresh Diapers 1L,Baby Care,2,266.6,533.2
ITEM033780,ORD009614,PROD00961,Local Farms Premium Fresh Vegetables 250ml,Fruits & Vegetables,2,156.47,312.94
ITEM033781,ORD009614,PROD00246,Colin Organic Detergent 1kg,Household,1,351.64,351.64
ITEM033782,ORD009614,PROD00285,Nestle Baby Wipes 1kg,Baby Care,3,145,435.01
ITEM033783,ORD009615,PROD00469,English Oven Fresh Buns 10pcs,Bakery & Bread,1,1920.68,1920.68
